Gridpacks with displaced vertex                                                                                                                                       width           ctau (mm)
HeavyNeutrino_lljj_M-2_V-0.0353_tau_pre2017_massiveAndCKM_LO                                                                                                   4.411560e-15            44.729522 (beforeSeptember2019)
HeavyNeutrino_lljj_M-2_V-0.05_tau_Dirac_pre2017_massiveAndCKM_LO                                                                                               4.414110e-15            44.703682 (beforeSeptember2019)
HeavyNeutrino_lljj_M-3_V-0.0031384709653_e_massiveAndCKM_LO                                                                                                    8.562725e-16           230.448797 (beforeSeptember2019)
HeavyNeutrino_lljj_M-3_V-0.0031384709653_e_pre2017_massiveAndCKM_LO                                                                                            8.562725e-16           230.448797 (beforeSeptember2019)
HeavyNeutrino_lljj_M-3_V-0.0031384709653_mu_massiveAndCKM_LO                                                                                                   8.516775e-16           231.692123 (beforeSeptember2019)
HeavyNeutrino_lljj_M-3_V-0.0031384709653_mu_pre2017_massiveAndCKM_LO                                                                                           8.516775e-16           231.692123 (beforeSeptember2019)
HeavyNeutrino_lljj_M-3_V-0.00443846820423_e_Dirac_massiveAndCKM_LO                                                                                             8.578263e-16           230.031380 (beforeSeptember2019)
HeavyNeutrino_lljj_M-3_V-0.00443846820423_e_Dirac_pre2017_massiveAndCKM_LO                                                                                     8.578263e-16           230.031380 (beforeSeptember2019)
HeavyNeutrino_lljj_M-3_V-0.00443846820423_mu_Dirac_massiveAndCKM_LO                                                                                            8.515701e-16           231.721344 (beforeSeptember2019)
HeavyNeutrino_lljj_M-3_V-0.00443846820423_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                    8.515701e-16           231.721344 (beforeSeptember2019)
HeavyNeutrino_lljj_M-3_V-0.00707813534767_e_pre2017_massiveAndCKM_LO                                                                                           4.355289e-15            45.307434 (beforeSeptember2019)
HeavyNeutrino_lljj_M-3_V-0.00707813534767_mu_pre2017_massiveAndCKM_LO                                                                                          4.331858e-15            45.552501 (beforeSeptember2019)
HeavyNeutrino_lljj_M-3_V-0.00957_tau_pre2017_massiveAndCKM_LO                                                                                                  2.841912e-15            69.434581 (beforeSeptember2019)
HeavyNeutrino_lljj_M-3_V-0.00992975326985_e_massiveAndCKM_LO                                                                                                   8.571433e-15            23.021468 (beforeSeptember2019)
HeavyNeutrino_lljj_M-3_V-0.00992975326985_e_pre2017_massiveAndCKM_LO                                                                                           8.571433e-15            23.021468 (beforeSeptember2019)
HeavyNeutrino_lljj_M-3_V-0.00992975326985_mu_massiveAndCKM_LO                                                                                                  8.525370e-15            23.145854 (beforeSeptember2019)
HeavyNeutrino_lljj_M-3_V-0.00992975326985_mu_pre2017_massiveAndCKM_LO                                                                                          8.525370e-15            23.145854 (beforeSeptember2019)
HeavyNeutrino_lljj_M-3_V-0.0135_tau_Dirac_pre2017_massiveAndCKM_LO                                                                                             2.825006e-15            69.850106 (beforeSeptember2019)
HeavyNeutrino_lljj_M-3_V-0.0140356688476_e_Dirac_massiveAndCKM_LO                                                                                              8.578263e-15            23.003138 (beforeSeptember2019)
HeavyNeutrino_lljj_M-3_V-0.0140356688476_e_Dirac_pre2017_massiveAndCKM_LO                                                                                      8.578263e-15            23.003138 (beforeSeptember2019)
HeavyNeutrino_lljj_M-3_V-0.0140356688476_mu_Dirac_massiveAndCKM_LO                                                                                             8.515701e-15            23.172134 (beforeSeptember2019)
HeavyNeutrino_lljj_M-3_V-0.0140356688476_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                     8.515701e-15            23.172134 (beforeSeptember2019)
HeavyNeutrino_lljj_M-3_V-0.01_e_Dirac_pre2017_massiveAndCKM_LO                                                                                                 4.354419e-15            45.316486 (beforeSeptember2019)
HeavyNeutrino_lljj_M-3_V-0.01_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                                4.322653e-15            45.649505 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.0013_e_massiveAndCKM_LO                                                                                                             6.886642e-16           286.535830 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.0013_e_pre2017_massiveAndCKM_LO                                                                                                     6.886642e-16           286.535830 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.0013_mu_massiveAndCKM_LO                                                                                                            6.875179e-16           287.013571 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.0013_mu_pre2017_massiveAndCKM_LO                                                                                                    6.875179e-16           287.013571 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.00183575597507_e_Dirac_massiveAndCKM_LO                                                                                             6.850892e-16           288.031059 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.00183575597507_e_Dirac_pre2017_massiveAndCKM_LO                                                                                     6.850892e-16           288.031059 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.00183575597507_mu_Dirac_massiveAndCKM_LO                                                                                            6.838351e-16           288.559286 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.00183575597507_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                    6.838351e-16           288.559286 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.00251197133742_e_massiveAndCKM_LO                                                                                                   2.571297e-15            76.742192 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.00251197133742_e_pre2017_massiveAndCKM_LO                                                                                           2.571297e-15            76.742192 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.00251197133742_mu_massiveAndCKM_LO                                                                                                  2.566995e-15            76.870803 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.00251197133742_mu_pre2017_massiveAndCKM_LO                                                                                          2.566995e-15            76.870803 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.00290516780927_e_pre2017_massiveAndCKM_LO                                                                                           3.439255e-15            57.374916 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.00290516780927_mu_pre2017_massiveAndCKM_LO                                                                                          3.433528e-15            57.470616 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.00354964786986_e_Dirac_massiveAndCKM_LO                                                                                             2.561450e-15            77.037212 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.00354964786986_e_Dirac_pre2017_massiveAndCKM_LO                                                                                     2.561450e-15            77.037212 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.00354964786986_mu_Dirac_massiveAndCKM_LO                                                                                            2.556793e-15            77.177530 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.00354964786986_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                    2.556793e-15            77.177530 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.00411096095822_e_Dirac_pre2017_massiveAndCKM_LO                                                                                     3.435627e-15            57.435504 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.00411096095822_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                    3.429302e-15            57.541438 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.00656_tau_pre2017_massiveAndCKM_LO                                                                                                  7.722536e-15            25.552094 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.00721803297305_e_massiveAndCKM_LO                                                                                                   2.123060e-14             9.294460 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.00721803297305_e_pre2017_massiveAndCKM_LO                                                                                           2.123060e-14             9.294460 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.00721803297305_mu_massiveAndCKM_LO                                                                                                  2.119511e-14             9.310023 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.00721803297305_mu_pre2017_massiveAndCKM_LO                                                                                          2.119511e-14             9.310023 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.00928_tau_Dirac_pre2017_massiveAndCKM_LO                                                                                            7.715856e-15            25.574216 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.0101980390272_e_Dirac_massiveAndCKM_LO                                                                                              2.114207e-14             9.333380 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.0101980390272_e_Dirac_pre2017_massiveAndCKM_LO                                                                                      2.114207e-14             9.333380 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.0101980390272_mu_Dirac_massiveAndCKM_LO                                                                                             2.110345e-14             9.350460 (beforeSeptember2019)
HeavyNeutrino_lljj_M-4_V-0.0101980390272_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                     2.110345e-14             9.350460 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.00065038450166_e_massiveAndCKM_LO                                                                                                   5.680339e-16           347.385901 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.00065038450166_e_pre2017_massiveAndCKM_LO                                                                                           5.680339e-16           347.385901 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.00065038450166_mu_massiveAndCKM_LO                                                                                                  5.652289e-16           349.109835 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.00065038450166_mu_pre2017_massiveAndCKM_LO                                                                                          5.652289e-16           349.109835 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.000920326029187_e_Dirac_massiveAndCKM_LO                                                                                            5.678990e-16           347.468419 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.000920326029187_e_Dirac_pre2017_massiveAndCKM_LO                                                                                    5.678990e-16           347.468419 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.000920326029187_mu_Dirac_massiveAndCKM_LO                                                                                           5.663145e-16           348.440607 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.000920326029187_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                   5.663145e-16           348.440607 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.00126095202129_e_massiveAndCKM_LO                                                                                                   2.135179e-15            92.417061 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.00126095202129_e_pre2017_massiveAndCKM_LO                                                                                           2.135179e-15            92.417061 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.00126095202129_mu_massiveAndCKM_LO                                                                                                  2.124618e-15            92.876445 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.00126095202129_mu_pre2017_massiveAndCKM_LO                                                                                          2.124618e-15            92.876445 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.00145602197786_e_pre2017_massiveAndCKM_LO                                                                                           2.846888e-15            69.313218 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.00145602197786_mu_pre2017_massiveAndCKM_LO                                                                                          2.832824e-15            69.657334 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.00178044938148_e_Dirac_massiveAndCKM_LO                                                                                             2.125442e-15            92.840439 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.00178044938148_e_Dirac_pre2017_massiveAndCKM_LO                                                                                     2.125442e-15            92.840439 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.00178044938148_mu_Dirac_massiveAndCKM_LO                                                                                            2.119489e-15            93.101199 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.00178044938148_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                    2.119489e-15            93.101199 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.00205669638012_e_Dirac_pre2017_massiveAndCKM_LO                                                                                     2.836168e-15            69.575204 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.00205669638012_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                    2.828225e-15            69.770604 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.00463680924775_e_massiveAndCKM_LO                                                                                                   2.887182e-14             6.834587 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.00463680924775_e_pre2017_massiveAndCKM_LO                                                                                           2.887182e-14             6.834587 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.00463680924775_mu_massiveAndCKM_LO                                                                                                  2.872910e-14             6.868540 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.00463680924775_mu_pre2017_massiveAndCKM_LO                                                                                          2.872910e-14             6.868540 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.00639_tau_pre2017_massiveAndCKM_LO                                                                                                  3.032178e-14             6.507763 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.0065574385243_e_Dirac_massiveAndCKM_LO                                                                                              2.883089e-14             6.844290 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.0065574385243_e_Dirac_pre2017_massiveAndCKM_LO                                                                                      2.883089e-14             6.844290 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.0065574385243_mu_Dirac_massiveAndCKM_LO                                                                                             2.875012e-14             6.863518 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.0065574385243_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                     2.875012e-14             6.863518 (beforeSeptember2019)
HeavyNeutrino_lljj_M-5_V-0.00904_tau_Dirac_pre2017_massiveAndCKM_LO                                                                                            3.039980e-14             6.491061 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.000370135110466_e_massiveAndCKM_LO                                                                                                  4.823750e-16           409.073787 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.000370135110466_e_pre2017_massiveAndCKM_LO                                                                                          4.823750e-16           409.073787 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.000370135110466_mu_massiveAndCKM_LO                                                                                                 4.805168e-16           410.655710 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.000370135110466_mu_pre2017_massiveAndCKM_LO                                                                                         4.805168e-16           410.655710 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.000522494019105_e_Dirac_massiveAndCKM_LO                                                                                            4.796611e-16           411.388307 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.000522494019105_e_Dirac_pre2017_massiveAndCKM_LO                                                                                    4.796611e-16           411.388307 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.000522494019105_mu_Dirac_massiveAndCKM_LO                                                                                           4.794179e-16           411.596997 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.000522494019105_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                   4.794179e-16           411.596997 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.000716240183179_e_massiveAndCKM_LO                                                                                                  1.806264e-15           109.245917 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.000716240183179_e_pre2017_massiveAndCKM_LO                                                                                          1.806264e-15           109.245917 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.000716240183179_mu_massiveAndCKM_LO                                                                                                 1.799303e-15           109.668559 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.000716240183179_mu_pre2017_massiveAndCKM_LO                                                                                         1.799303e-15           109.668559 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.00101488915651_e_Dirac_massiveAndCKM_LO                                                                                             1.809690e-15           109.039099 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.00101488915651_e_Dirac_pre2017_massiveAndCKM_LO                                                                                     1.809690e-15           109.039099 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.00101488915651_mu_Dirac_massiveAndCKM_LO                                                                                            1.808779e-15           109.094018 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.00101488915651_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                    1.808779e-15           109.094018 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.00202484567313_mu_pre2017_massiveAndCKM_LO                                                                                          1.438040e-14            13.721939 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.00211896201004_e_massiveAndCKM_LO                                                                                                   1.580932e-14            12.481686 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.00211896201004_e_pre2017_massiveAndCKM_LO                                                                                           1.580932e-14            12.481686 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.00211896201004_mu_massiveAndCKM_LO                                                                                                  1.574836e-14            12.530001 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.00211896201004_mu_pre2017_massiveAndCKM_LO                                                                                          1.574836e-14            12.530001 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.00286356421266_e_Dirac_pre2017_massiveAndCKM_LO                                                                                     1.440719e-14            13.696423 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.00286356421266_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                    1.440002e-14            13.703243 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.00299666481275_e_Dirac_massiveAndCKM_LO                                                                                             1.577755e-14            12.506819 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.00299666481275_e_Dirac_pre2017_massiveAndCKM_LO                                                                                     1.577755e-14            12.506819 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.00299666481275_mu_Dirac_massiveAndCKM_LO                                                                                            1.576978e-14            12.512982 (beforeSeptember2019)
HeavyNeutrino_lljj_M-6_V-0.00299666481275_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                    1.576978e-14            12.512982 (beforeSeptember2019)
HeavyNeutrino_lljj_M-8_V-0.000294108823397_e_massiveAndCKM_LO                                                                                                  1.367170e-15           144.332430 (beforeSeptember2019)
HeavyNeutrino_lljj_M-8_V-0.000294108823397_e_pre2017_massiveAndCKM_LO                                                                                          1.367170e-15           144.332430 (beforeSeptember2019)
HeavyNeutrino_lljj_M-8_V-0.000294108823397_mu_massiveAndCKM_LO                                                                                                 1.363380e-15           144.733653 (beforeSeptember2019)
HeavyNeutrino_lljj_M-8_V-0.000294108823397_mu_pre2017_massiveAndCKM_LO                                                                                         1.363380e-15           144.733653 (beforeSeptember2019)
HeavyNeutrino_lljj_M-8_V-0.000415932686862_e_Dirac_massiveAndCKM_LO                                                                                            1.364015e-15           144.666274 (beforeSeptember2019)
HeavyNeutrino_lljj_M-8_V-0.000415932686862_e_Dirac_pre2017_massiveAndCKM_LO                                                                                    1.364015e-15           144.666274 (beforeSeptember2019)
HeavyNeutrino_lljj_M-8_V-0.000415932686862_mu_Dirac_massiveAndCKM_LO                                                                                           1.362243e-15           144.854455 (beforeSeptember2019)
HeavyNeutrino_lljj_M-8_V-0.000415932686862_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                   1.362243e-15           144.854455 (beforeSeptember2019)
HeavyNeutrino_lljj_M-8_V-0.00151327459504_mu_pre2017_massiveAndCKM_LO                                                                                          3.609430e-14             5.466984 (beforeSeptember2019)
HeavyNeutrino_lljj_M-8_V-0.00214242852856_e_Dirac_pre2017_massiveAndCKM_LO                                                                                     3.618988e-14             5.452546 (beforeSeptember2019)
HeavyNeutrino_lljj_M-8_V-0.00214242852856_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                    3.614283e-14             5.459644 (beforeSeptember2019)
HeavyNeutrino_lljj_M-8_V-0.00257293606605_e_massiveAndCKM_LO                                                                                                   1.046322e-13             1.885911 (beforeSeptember2019)
HeavyNeutrino_lljj_M-8_V-0.00257293606605_e_pre2017_massiveAndCKM_LO                                                                                           1.046322e-13             1.885911 (beforeSeptember2019)
HeavyNeutrino_lljj_M-8_V-0.00257293606605_mu_massiveAndCKM_LO                                                                                                  1.043425e-13             1.891147 (beforeSeptember2019)
HeavyNeutrino_lljj_M-8_V-0.00257293606605_mu_pre2017_massiveAndCKM_LO                                                                                          1.043425e-13             1.891147 (beforeSeptember2019)
HeavyNeutrino_lljj_M-8_V-0.00316227766017_tau_massiveAndCKM_LO                                                                                                 1.228337e-13             1.606456 (beforeSeptember2019)
HeavyNeutrino_lljj_M-8_V-0.00363318042492_e_Dirac_massiveAndCKM_LO                                                                                             1.040753e-13             1.896002 (beforeSeptember2019)
HeavyNeutrino_lljj_M-8_V-0.00363318042492_e_Dirac_pre2017_massiveAndCKM_LO                                                                                     1.040753e-13             1.896002 (beforeSeptember2019)
HeavyNeutrino_lljj_M-8_V-0.00363318042492_mu_Dirac_massiveAndCKM_LO                                                                                            1.039402e-13             1.898466 (beforeSeptember2019)
HeavyNeutrino_lljj_M-8_V-0.00363318042492_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                    1.039402e-13             1.898466 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.000316227766017_e_Dirac_massiveAndCKM_LO                                                                                      2.491990e-15            79.184494 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.000316227766017_e_Dirac_pre2017_massiveAndCKM_LO                                                                              2.491990e-15            79.184494 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.000316227766017_e_massiveAndCKM_LO                                                                                            4.996346e-15            39.494256 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.000316227766017_e_pre2017_massiveAndCKM_LO                                                                                    4.996346e-15            39.494256 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.000316227766017_mu_Dirac_massiveAndCKM_LO                                                                                     2.490776e-15            79.223089 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.000316227766017_mu_Dirac_pre2017_massiveAndCKM_LO                                                                             2.490776e-15            79.223089 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.000316227766017_mu_massiveAndCKM_LO                                                                                           4.989254e-15            39.550395 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.000316227766017_mu_pre2017_massiveAndCKM_LO                                                                                   4.989254e-15            39.550395 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.000547722557505_e_Dirac_massiveAndCKM_LO                                                                                      7.475957e-15            26.394877 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.000547722557505_e_Dirac_pre2017_massiveAndCKM_LO                                                                              7.475957e-15            26.394877 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.000547722557505_e_massiveAndCKM_LO                                                                                            1.498908e-14            13.164715 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.000547722557505_e_pre2017_massiveAndCKM_LO                                                                                    1.498908e-14            13.164715 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.000547722557505_mu_Dirac_massiveAndCKM_LO                                                                                     7.472272e-15            26.407894 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.000547722557505_mu_Dirac_pre2017_massiveAndCKM_LO                                                                             7.472272e-15            26.407894 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.000547722557505_mu_massiveAndCKM_LO                                                                                           1.496766e-14            13.183555 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.000547722557505_mu_pre2017_massiveAndCKM_LO                                                                                   1.496766e-14            13.183555 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.000756967634711_e_pre2017_massiveAndCKM_LO                                                                                    2.862904e-14             6.892546 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.000756967634711_mu_pre2017_massiveAndCKM_LO                                                                                   2.858828e-14             6.902373 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.00107238052948_e_Dirac_pre2017_massiveAndCKM_LO                                                                               2.865783e-14             6.885621 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.00107238052948_mu_Dirac_pre2017_massiveAndCKM_LO                                                                              2.864412e-14             6.888917 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.00108_tau_pre2017_massiveAndCKM_LO                                                                                            4.937938e-14             3.996141 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.00152_tau_Dirac_pre2017_massiveAndCKM_LO                                                                                      4.887669e-14             4.037241 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.001_e_Dirac_massiveAndCKM_LO                                                                                                  2.491990e-14             7.918449 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.001_e_Dirac_pre2017_massiveAndCKM_LO                                                                                          2.491990e-14             7.918449 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.001_e_massiveAndCKM_LO                                                                                                        4.996346e-14             3.949426 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.001_e_pre2017_massiveAndCKM_LO                                                                                                4.996346e-14             3.949426 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.001_mu_Dirac_massiveAndCKM_LO                                                                                                 2.490776e-14             7.922309 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.001_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                         2.490776e-14             7.922309 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.001_mu_massiveAndCKM_LO                                                                                                       4.989254e-14             3.955040 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-10_V-0.001_mu_pre2017_massiveAndCKM_LO                                                                                               4.989254e-14             3.955040 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-1_V-0.0949736805647_e_pre2017_massiveAndCKM_LO                                                                                       2.789638e-15            70.735690 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-1_V-0.0949736805647_mu_pre2017_massiveAndCKM_LO                                                                                      2.658593e-15            74.222330 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-1_V-0.13416407865_e_Dirac_pre2017_massiveAndCKM_LO                                                                                   2.784807e-15            70.858400 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-1_V-0.13416407865_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                  2.661962e-15            74.128394 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-1_V-0.212367605816_e_pre2017_massiveAndCKM_LO                                                                                        1.394820e-14            14.147128 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-1_V-0.212367605816_mu_pre2017_massiveAndCKM_LO                                                                                       1.329293e-14            14.844505 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-1_V-0.300333148354_e_Dirac_pre2017_massiveAndCKM_LO                                                                                  1.395492e-14            14.140315 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-1_V-0.300333148354_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                 1.333914e-14            14.793080 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-1_V-0.329_tau_pre2017_massiveAndCKM_LO                                                                                               1.154455e-14            17.092651 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-1_V-0.466_tau_Dirac_pre2017_massiveAndCKM_LO                                                                                         1.159438e-14            17.019191 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-20_V-0.001_e_Dirac_massiveAndCKM_LO                                                                                                  8.746274e-13             0.225613 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-20_V-0.001_e_Dirac_pre2017_massiveAndCKM_LO                                                                                          8.746274e-13             0.225613 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-20_V-0.001_e_massiveAndCKM_LO                                                                                                        1.752844e-12             0.112575 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-20_V-0.001_e_pre2017_massiveAndCKM_LO                                                                                                1.752844e-12             0.112575 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-20_V-0.001_mu_Dirac_massiveAndCKM_LO                                                                                                 8.749269e-13             0.225535 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-20_V-0.001_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                         8.749269e-13             0.225535 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-20_V-0.001_mu_massiveAndCKM_LO                                                                                                       1.754258e-12             0.112485 (beforeSeptember2019)
HeavyNeutrino_trilepton_M-20_V-0.001_mu_pre2017_massiveAndCKM_LO                                                                                               1.754258e-12             0.112485 (beforeSeptember2019)
